ID,PRODUTO,CATEGORIA PRODUTO,QTDE,VALOR,DESCONTO,TOTAL,LOJA,VENDEDOR,CLIENTE,SEXO,ESTADO CIVIL,DATA,PERIODO,MES
6135,N,KK,5,285,0.01,1410.75,WGXM,LOVFI,IZVQDA FSFQLEPZ,a,-,2019-11-25,2019-11,11
6136,Q,GZ,5,272,0.0,1360.0,MSWX,ZOALA,FZEMMS AOKKJYUP,-,s,2019-06-21,2019-06,6
6137,J,AY,6,196,0.03,1140.72,OZJQ,HMPEV,XCLVDK RQMFZHDE,a,c,2019-01-04,2019-01,1
6138,C,NP,4,171,0.02,670.32,SMWA,IEBUU,VSHBYM JZIRESGP,f,c,2019-05-05,2019-05,5
6139,R,WX,3,234,0.02,687.96,UCEZ,WWVSD,RCIAUH PPOCVEVT,m,-,2019-05-29,2019-05,5
6140,M,VB,3,192,0.01,570.24,TZFU,OZZYB,CYLUVQ UUNQBEUM,f,d,2019-09-29,2019-09,9
6141,Y,OO,1,220,0.02,215.6,MMKC,CAVLC,VEJDAS AWYYSYWY,a,c,2019-05-21,2019-05,5
6142,K,QI,7,214,0.04,1438.08,QKES,HPOWE,UMDHOE VOHAEMNJ,f,c,2019-07-25,2019-07,7
6143,B,HY,4,244,0.03,946.72,THJH,JBKAI,YVVCMD HQDAWLDP,m,s,2019-11-10,2019-11,11
6144,V,JZ,9,279,0.01,2485.89,BVXT,ZPHPQ,WITOHA UMULLHHU,m,-,2019-07-05,2019-07,7
6145,N,JW,1,276,0.0,276.0,BBIP,LWYHR,CXNOFB FWHOIKBT,a,-,2019-09-26,2019-09,9
6146,X,BR,4,249,0.02,976.08,CMNN,JHQSB,ZESMFM VVWMBIQX,-,-,2019-09-21,2019-09,9
6147,J,AK,5,267,0.03,1294.95,OEMN,GKDAD,LLDEQE MBNHKIQW,f,s,2019-09-20,2019-09,9
6148,Q,RM,6,294,0.02,1728.72,ZGRR,OVOLD,GIYDYS JTAOSQKP,-,c,2019-06-12,2019-06,6
6149,W,KX,6,199,0.01,1182.06,QVQN,XRLYN,WCUJQW YULIOEDZ,-,c,2019-12-14,2019-12,12
6150,K,ZN,9,293,0.02,2584.26,SLEI,RHSXS,TRCWBY KZGKZWIE,-,s,2019-05-11,2019-05,5
6151,P,OI,3,209,0.0,627.0,SITA,CCMIH,VJGQWY YFAGENWF,-,d,2019-08-01,2019-08,8
6152,O,DS,9,187,0.01,1666.17,YGJZ,REENX,ZFTENV GQKQQPSC,f,s,2019-03-30,2019-03,3
6153,G,FC,7,180,0.02,1234.8,REFP,CDQCD,RGBOOM TSUJIKNK,-,s,2019-03-10,2019-03,3
6154,H,NE,8,216,0.0,1728.0,DNGW,DQCCK,WTKVRE GKAWCXNN,f,s,2019-03-14,2019-03,3
6155,V,DI,2,242,0.03,469.48,CKWX,PVHRS,JJRPOZ EJJUVCXC,f,c,2019-02-20,2019-02,2
6156,J,HU,1,258,0.04,247.68,HUDR,YHNFC,PRQPNK JKFYXZBM,a,c,2019-12-15,2019-12,12
6157,R,KN,6,176,0.03,1024.32,FNSQ,WCLZX,PMJFIQ SQCKXSSS,a,c,2019-04-27,2019-04,4
6158,O,MU,8,279,0.04,2142.72,ZSLY,FENHT,KPZAMI SWMIRURC,a,d,2019-02-04,2019-02,2
6159,I,CQ,8,242,0.02,1897.28,XWFK,MNBLD,HUAAQA MOMRERXN,a,-,2019-08-09,2019-08,8
6160,G,RZ,1,291,0.02,285.18,FGLX,YQWEN,SBVBLH EUZKCFLH,f,s,2019-06-03,2019-06,6
6161,X,AO,1,260,0.0,260.0,DCDE,QXKPC,CNZMNV IIPTCQWF,f,d,2019-04-10,2019-04,4
6162,L,YP,1,155,0.02,151.9,YVBO,UBTZO,FCRAGW MPNOREFW,-,-,2019-12-29,2019-12,12
6163,B,BP,9,235,0.02,2072.7,WDQV,LSUUF,LZFYRF VTJBLYCK,f,c,2019-11-26,2019-11,11
6164,Y,BR,7,240,0.01,1663.2,YSQM,WVMGZ,LVJGWF ZZDSBDSG,m,c,2019-08-28,2019-08,8
6165,V,YF,8,239,0.01,1892.88,XCER,MMLPT,SMJYND DUUGNEGC,a,d,2019-10-10,2019-10,10
6166,Q,QV,6,170,0.03,989.4,YXTG,OOOUO,RCPUFS WVGEEONH,f,c,2019-02-28,2019-02,2
6167,Q,HD,7,245,0.03,1663.55,INMG,UWZMI,UQRMYB LECXYQKG,a,-,2019-05-02,2019-05,5
6168,N,FE,7,261,0.03,1772.19,YNQW,ICDWZ,NSJZOZ PUTIOJXD,-,c,2019-02-07,2019-02,2
6169,O,IG,2,281,0.02,550.76,LMBG,LRFPO,JTPRXZ UHJJICSM,a,s,2019-12-11,2019-12,12
6170,I,PR,7,189,0.02,1296.54,RDOY,SIZNX,GJTNTZ IJXDKWGA,m,s,2019-05-27,2019-05,5
6171,A,NH,7,161,0.01,1115.73,EFJD,ZRCOX,EQKMKM IAHBQAKA,m,-,2019-03-22,2019-03,3
6172,O,VZ,4,186,0.02,729.12,AKXT,QGPAG,GVNSXA YGVFIJJK,m,d,2019-07-24,2019-07,7
6173,C,KC,8,281,0.04,2158.08,UYOP,QOJKB,NEFEET RZTAMFEE,-,-,2019-11-16,2019-11,11
6174,M,ML,9,161,0.04,1391.04,APRE,KVVSX,EUJZQT AOPQOMGR,f,d,2019-10-24,2019-10,10
6175,X,EB,8,183,0.03,1420.08,RRPB,UKDUR,HCRVMH NLHMEKAJ,m,c,2019-06-04,2019-06,6
6176,J,TM,5,156,0.02,764.4,POZQ,ZCKEH,OBQRXW UDDMBUXF,m,-,2019-01-05,2019-01,1
6177,O,SK,9,235,0.0,2115.0,LCWX,ABBAH,SIGVED KNCJOFCC,f,s,2019-01-09,2019-01,1
6178,F,OG,8,217,0.0,1736.0,NQEC,BWZRU,MLQWQH SFLJOBVD,m,d,2019-04-27,2019-04,4
6179,H,OX,6,252,0.01,1496.88,RCQI,WXJFD,FHBAJL PARXEVRI,-,c,2019-03-13,2019-03,3
6180,C,QZ,3,256,0.0,768.0,JFPZ,IGLGH,LPXUMI LVYKHWJQ,a,s,2019-11-01,2019-11,11
6181,E,TJ,4,234,0.02,917.28,JEUM,QOTHC,WXIFLS KGJKBDVP,a,c,2019-06-18,2019-06,6
6182,C,JX,9,168,0.0,1512.0,YBFC,OCZOV,VWHVEJ PWVJEOZR,a,d,2019-06-15,2019-06,6
6183,B,UA,6,199,0.04,1146.24,AYUV,FYVPQ,HVNSNB KVWNLXUN,m,c,2019-04-16,2019-04,4
6184,O,AU,4,185,0.01,732.6,ISTA,YGKAY,MDORMI CSQWQKFM,-,-,2019-04-09,2019-04,4
6185,R,DK,5,166,0.01,821.7,GFLQ,QYFVR,KUFFQM QSMBRMTB,m,s,2019-11-07,2019-11,11
6186,C,WI,2,154,0.03,298.76,LHLA,HFKSE,EXHMDG VAOUIICY,-,s,2019-05-19,2019-05,5
6187,J,KI,7,199,0.04,1337.28,EXNJ,BIXLN,LFPQVK TWKBWAHC,-,-,2019-03-23,2019-03,3
6188,I,KI,9,223,0.02,1966.86,MRHH,WMDHF,SLUARE CTQQXNYF,m,c,2019-08-09,2019-08,8
6189,N,KZ,9,184,0.0,1656.0,OGEC,JQZDD,WQLFCC SOXQYWZH,-,d,2019-04-07,2019-04,4
6190,R,UM,1,241,0.03,233.77,JTSA,WOHDP,UHYROR GDZLUWMG,f,-,2019-02-18,2019-02,2
6191,T,KA,9,212,0.04,1831.68,ECBH,YWBQM,BNYOVY RHGJOLET,m,-,2019-10-23,2019-10,10
6192,H,UL,2,211,0.02,413.56,PTHV,QBEVO,BHHOEI XSCAGBBU,m,-,2019-02-22,2019-02,2
6193,Y,OM,1,179,0.04,171.84,RRBQ,ZWXYF,YPMWZR AYIRSBZU,m,s,2019-02-15,2019-02,2
6194,R,FT,1,200,0.01,198.0,ITGB,MHGRI,FYWYAS FWQBHFZJ,a,c,2019-07-22,2019-07,7
6195,O,GL,9,267,0.01,2378.97,XHAG,TORRW,EQYSBY CYFYGDAM,a,d,2019-01-07,2019-01,1
6196,U,PY,8,213,0.03,1652.88,PNCQ,COERJ,LYWBDX USEVIAOU,f,s,2019-02-05,2019-02,2
6197,O,RN,9,204,0.0,1836.0,XLGE,UOTKY,ZQCGXB HTOMIRNQ,-,-,2019-03-30,2019-03,3
6198,Q,XE,9,238,0.01,2120.58,ZKUI,CVEQF,MXHRKC YOEURVBG,f,-,2019-09-17,2019-09,9
6199,M,BM,4,274,0.01,1085.04,NFGH,BIKWL,CPPTUB SGROFUYK,f,-,2019-07-16,2019-07,7
6200,Y,RM,9,161,0.0,1449.0,HSDK,BPCYC,CMTFVX FRXYCUAX,m,c,2019-12-31,2019-12,12
6201,Y,PS,9,298,0.03,2601.54,FSMW,ZPCAE,THAVBS KKJOOVHV,m,d,2019-03-24,2019-03,3
6202,L,CW,4,217,0.01,859.32,CLPB,EGVYV,WLTPST XECCTTLG,f,s,2019-05-01,2019-05,5
6203,V,WO,3,252,0.01,748.44,TINP,PQVIO,IMUBZP KWGNAWNF,m,c,2019-02-28,2019-02,2
6204,M,HP,2,258,0.01,510.84,ASMF,JESLD,AMSVDH JGEVUYEH,m,-,2019-08-25,2019-08,8
6205,J,MT,5,229,0.02,1122.1,YDJN,MRXHW,IBIRJN MSQTUEJF,-,d,2019-10-21,2019-10,10
6206,I,QX,9,181,0.02,1596.42,LPDT,KRXJS,IQVYHJ FUFGLIZO,f,-,2019-06-05,2019-06,6
6207,U,OL,4,228,0.02,893.76,DOYJ,CZKVV,XWWNMJ VLOVQGUD,-,c,2019-08-03,2019-08,8
6208,I,ZP,5,293,0.0,1465.0,TTGS,URCRS,CREXUQ GQPDIFUV,a,c,2019-12-17,2019-12,12
6209,F,WP,5,251,0.03,1217.35,XCXR,LBUSY,JLUDMH KDSLVVUK,m,c,2019-09-24,2019-09,9
6210,R,VQ,4,241,0.02,944.72,GHAQ,WTSRV,JCGVSW LFJCKCHZ,m,c,2019-02-18,2019-02,2
6211,R,VI,3,277,0.04,797.76,QPKZ,ERMJC,DTCIUM QZJLCIZE,m,c,2019-03-08,2019-03,3
6212,R,LF,4,196,0.01,776.16,ICOE,DFMEF,MJUADD GNMPBKIY,a,c,2019-09-13,2019-09,9
6213,B,CO,6,173,0.0,1038.0,IYTP,DAHYR,KDCEJS VXKRLIUK,a,c,2019-10-03,2019-10,10
6214,C,KK,2,297,0.04,570.24,BCEH,QAPUI,EHRFXD NMWEAFUO,m,c,2019-07-31,2019-07,7
6215,W,ML,6,217,0.0,1302.0,KEXO,JZKSD,UJHXEB GEXMULMY,m,s,2019-09-07,2019-09,9
6216,M,DF,3,270,0.0,810.0,CCWL,HMDDT,AEGQDW UMJNUMZP,f,d,2019-08-25,2019-08,8
6217,Q,IF,2,182,0.04,349.44,GYPP,LJTEO,XJMIWU VNDMFCDT,f,-,2019-08-19,2019-08,8
6218,R,HP,3,191,0.02,561.54,YCLA,KWIEL,LYZCYE GNDCSBKE,a,d,2019-03-05,2019-03,3
6219,P,JU,4,178,0.0,712.0,XMFC,TZLZR,DVAUIP YPDMRDWR,m,c,2019-02-21,2019-02,2
6220,V,VL,5,160,0.0,800.0,XKEF,FQGEH,NACHBQ TKRMZAIY,a,d,2019-01-07,2019-01,1
6221,S,NS,6,282,0.02,1658.16,ZVOA,NCKYE,SYYVWB LPBIALNS,-,s,2019-08-01,2019-08,8
6222,S,QF,5,199,0.01,985.05,HMCJ,VOLZJ,CRPMNH OQYSXUFR,f,s,2019-11-11,2019-11,11
6223,I,HO,4,205,0.04,787.2,RBCM,CYTJU,OPCBCZ IHGESVAZ,a,d,2019-12-29,2019-12,12
6224,U,JM,6,297,0.02,1746.36,EPUL,ZTAEZ,KQLDTF CTYEFYCM,a,-,2019-08-26,2019-08,8
6225,T,AT,4,236,0.01,934.56,SZQF,QJIQB,YTIDOC EAMTWOSL,m,s,2019-01-05,2019-01,1
6226,I,NN,2,183,0.03,355.02,TLKO,VKVBC,JLTGDD EOZFPJCT,m,d,2019-03-15,2019-03,3
6227,K,VX,2,296,0.03,574.24,KEZO,DOJOF,HXKZBZ ZNQXFSRI,f,s,2019-11-11,2019-11,11
6228,Z,ZJ,1,174,0.0,174.0,KGOK,IYUFQ,BYPYCK HMIPCMWW,-,s,2019-03-22,2019-03,3
6229,A,AD,7,288,0.01,1995.84,JUCF,SURSS,IFIIDO RZEIOCCJ,f,c,2019-01-13,2019-01,1
6230,U,NA,8,187,0.01,1481.04,NOEI,CKEYW,WYSVED LPPTCOVU,f,s,2019-02-28,2019-02,2
6231,K,QT,6,232,0.03,1350.24,IYDA,ZDQKW,XDXCVM WPCWJBDG,-,s,2019-07-07,2019-07,7
6232,E,AK,1,213,0.03,206.61,POMS,WRNRX,RUYLOD FZGPFLNV,f,c,2019-10-27,2019-10,10
6233,T,WN,3,226,0.0,678.0,XBGN,OWAPZ,RYMPMJ PJVIVRVM,-,-,2019-08-01,2019-08,8
6234,R,AJ,9,285,0.01,2539.35,BHFV,GSKAU,RWKBHY AURTSNOO,m,c,2019-06-12,2019-06,6
6235,B,NT,6,211,0.03,1228.02,BXII,AGQPW,WYZQSV QFRHSYNU,a,d,2019-06-08,2019-06,6
6236,Z,WZ,3,174,0.0,522.0,BRXT,HGLOM,TGRLMZ GNKKWTAL,-,d,2019-07-25,2019-07,7
6237,D,JE,7,150,0.0,1050.0,NRPM,KUDSX,ZZHSXL MLQCUJZL,-,s,2019-09-12,2019-09,9
6238,O,XB,1,279,0.04,267.84,JTEV,GQBDQ,VSCNCF SVXKERLL,a,-,2019-06-08,2019-06,6
6239,K,KN,5,298,0.02,1460.2,WGLZ,WFQMT,AREDZG YNCYZFVA,m,s,2019-02-03,2019-02,2
6240,L,IV,4,156,0.01,617.76,VEHY,GHETH,DLFDDD MVQRRSIW,a,s,2019-12-02,2019-12,12
6241,M,TQ,3,254,0.01,754.38,ZKAJ,TWMNP,FJAFPK XBNSIQCL,m,c,2019-04-07,2019-04,4
6242,B,WL,1,206,0.02,201.88,GNHT,WDNRT,GJMHQW LDWANHQZ,m,-,2019-11-05,2019-11,11
6243,D,OR,4,225,0.0,900.0,YVFO,PDXXI,GLPUEM WQRVOHDY,f,s,2019-11-04,2019-11,11
6244,W,IY,1,194,0.01,192.06,TLUD,HTAUY,TSZSDT YMXIPWFK,f,c,2019-05-06,2019-05,5
6245,F,KH,7,262,0.03,1778.98,DJXQ,IZMNU,ETWLRH HMRGWQFP,f,s,2019-07-05,2019-07,7
6246,L,XZ,8,155,0.04,1190.4,OFYO,GGNMQ,EBMLHY CXIAYLUD,-,c,2019-11-09,2019-11,11
6247,L,KV,9,158,0.03,1379.34,CNLF,PHOKW,BVXNII NFJQCHHG,-,-,2019-12-31,2019-12,12
6248,I,ZU,4,232,0.02,909.44,PZWP,FVIVI,UZQWXS MMEKCEXV,m,-,2019-05-24,2019-05,5
6249,A,RX,8,289,0.01,2288.88,DGHV,DCQBE,QZXPXH HSFCXPRC,a,-,2019-10-28,2019-10,10
6250,O,XD,1,296,0.04,284.16,LDEL,GLSFN,XGEPLQ GUBOGCGI,a,d,2019-01-31,2019-01,1
6251,R,IE,2,288,0.01,570.24,ZEOD,EVARJ,JRBLRM BYBGKOAA,f,c,2019-04-09,2019-04,4
6252,Z,UV,7,288,0.0,2016.0,AKDC,WRVUJ,MOWNNK MUZDQCRL,a,c,2019-07-24,2019-07,7
6253,I,FQ,5,263,0.04,1262.4,YMSM,IDQBS,DOPYSK RTQONHOK,a,d,2019-01-22,2019-01,1
6254,Z,XZ,9,217,0.02,1913.94,FIJO,VNHSX,GAYCTW KFAGWYZO,m,-,2019-10-24,2019-10,10
6255,A,TH,7,295,0.0,2065.0,JPCJ,COPOQ,JBIPTM YUPTOCDE,-,d,2019-05-09,2019-05,5
6256,W,XH,8,204,0.03,1583.04,OGLE,PDEHI,PUTCGN BEFJTVDB,-,s,2019-10-24,2019-10,10
6257,I,DY,4,281,0.04,1079.04,DZEE,CIKPC,LRFEBF PACEXNJB,f,s,2019-07-12,2019-07,7
6258,X,JO,4,275,0.03,1067.0,HWZO,VVNGE,HXFWHX RCSUIMUS,a,-,2019-02-16,2019-02,2
6259,Y,KV,1,160,0.01,158.4,MAZK,BNURH,CPCOAS DQKDORYT,f,-,2019-07-06,2019-07,7
6260,D,GA,8,221,0.03,1714.96,JCNF,CDUON,VRBROY QEJGBUKA,m,-,2019-05-17,2019-05,5
6261,E,WX,6,283,0.01,1681.02,ALQU,COENB,QOOBAT LURCRAWK,m,-,2019-10-17,2019-10,10
6262,M,XZ,4,181,0.02,709.52,AAGD,AIBQG,LGRJWG HMEFBUFM,a,c,2019-10-04,2019-10,10
6263,E,NS,6,242,0.0,1452.0,WFJG,JRSIW,NMWOZU LLHJTFFV,a,c,2019-03-31,2019-03,3
6264,B,LF,5,242,0.01,1197.9,IUGH,NTJVK,ZPFKPL OHBDPRXG,a,s,2019-05-23,2019-05,5
6265,F,SA,3,278,0.02,817.32,WLPF,VGMQY,CUECEH OSODDEBY,a,d,2019-05-03,2019-05,5
6266,X,IE,6,165,0.03,960.3,WJRC,KONEK,RQMOVD XYTSYBEK,a,-,2019-01-02,2019-01,1
6267,Z,EB,5,202,0.03,979.7,GLYK,BWLFT,GWCMHX HMNCBNRO,-,s,2019-06-01,2019-06,6
6268,F,UN,1,275,0.04,264.0,OXDE,JCXIS,GRVHUA GCTCCERB,m,-,2019-06-06,2019-06,6
6269,C,IQ,5,236,0.02,1156.4,DVGJ,KDLJA,XHLSEI GOHIKIXF,f,s,2019-08-09,2019-08,8
6270,Y,TW,8,286,0.0,2288.0,WLSB,ZSLRF,NTKNOW ELHVTGXT,-,c,2019-10-29,2019-10,10
6271,Y,KH,5,170,0.02,833.0,PXEH,USTEH,HTLXPU ZXIKTMKK,a,d,2019-12-13,2019-12,12
6272,R,HE,5,260,0.04,1248.0,LZIR,DYFLR,JBNUOR TWPMBRDJ,a,c,2019-10-08,2019-10,10
6273,M,KZ,2,269,0.03,521.86,UZWL,ECMEC,TAURLO XIFXXUEG,m,c,2019-06-02,2019-06,6
6274,W,EI,2,222,0.01,439.56,WEZO,CZSFX,PPSDHU JFJVVMLM,m,s,2019-07-02,2019-07,7
6275,Q,CI,9,250,0.01,2227.5,FJLA,PELZM,SXULEY EBYVWEWP,a,c,2019-11-01,2019-11,11
6276,H,HR,3,206,0.02,605.64,JEDI,SUTJJ,HBOYAS VFZEMYMA,a,-,2019-07-12,2019-07,7
6277,I,DY,5,221,0.01,1093.95,FBWT,GARWU,QFUEXT UFWTRBPW,m,-,2019-08-24,2019-08,8
6278,N,AD,5,266,0.01,1316.7,AESY,KJZJJ,JOFKHR UFHTKZMM,-,-,2019-06-19,2019-06,6
6279,R,WC,9,243,0.02,2143.26,XOIX,EPCTL,JLLINF JJGIXFRQ,f,s,2019-01-12,2019-01,1
6280,H,IW,5,298,0.03,1445.3,CWPP,NPTQY,DRQIAJ UBQWGLQJ,f,-,2019-01-11,2019-01,1
6281,O,QG,9,236,0.02,2081.52,TCYQ,AZDIT,MDCZYT FZHOOZIG,f,s,2019-04-22,2019-04,4
6282,F,OG,2,250,0.0,500.0,LIVP,BHLHZ,PKBWYC ZXTHDARU,f,s,2019-08-02,2019-08,8
6283,I,OI,7,294,0.04,1975.68,LDVV,PNMJX,NRIUGV ANQNTOHU,f,-,2019-11-21,2019-11,11
6284,P,UX,7,151,0.03,1025.29,SBIS,WNWOT,HMWJTZ BLODJYWO,-,-,2019-07-13,2019-07,7
6285,P,HV,5,263,0.0,1315.0,YHTK,MAWHL,VMMJDW GRPSTUIA,m,-,2019-07-04,2019-07,7
6286,H,YE,2,205,0.03,397.7,TZWJ,YCBHO,UMZCDF HRHEDRYL,m,-,2019-05-11,2019-05,5
6287,V,IR,8,159,0.04,1221.12,AXZP,LAHOW,AIRCJB SVDRLZHW,f,c,2019-11-26,2019-11,11
6288,N,WK,2,223,0.01,441.54,JLCT,DRJJF,EIOEJA PYYLZXCS,m,d,2019-01-24,2019-01,1
6289,Z,GW,3,169,0.0,507.0,SQHY,PBNUV,IIQAGN YVRUSCJF,m,-,2019-03-26,2019-03,3
6290,L,XV,4,187,0.04,718.08,KQIJ,XRZSV,XSACRQ JCYRCKHI,a,c,2019-05-20,2019-05,5
6291,O,UZ,2,182,0.02,356.72,VTDD,WPSLD,IEBNJJ NLCQJJLJ,-,c,2019-06-05,2019-06,6
6292,O,AT,7,215,0.02,1474.9,NZGQ,TQLEX,ZDCYOJ EDILYBRJ,m,-,2019-12-01,2019-12,12
6293,X,ME,5,177,0.04,849.6,BOHH,KJFTK,FXPXKJ MYQMISPV,f,c,2019-04-29,2019-04,4
6294,A,HH,1,296,0.0,296.0,NGBP,MHYBM,GBBTXM LUCOQHKY,f,d,2019-06-21,2019-06,6
6295,C,VD,2,266,0.02,521.36,OEVH,DJGKM,RUYJNW DBLFUMMA,f,c,2019-06-26,2019-06,6
6296,Q,AL,8,298,0.01,2360.16,EGQX,KQUGH,QQIKWV WFKCYFOU,a,c,2019-03-29,2019-03,3
6297,N,WQ,2,191,0.04,366.72,POWL,FIHKZ,WQGTXL FJVJKWWZ,f,c,2019-09-09,2019-09,9
6298,D,JG,5,181,0.0,905.0,DAYR,BZMZS,NFWNIX XNDSQARV,-,d,2019-10-30,2019-10,10
6299,L,ZF,5,229,0.03,1110.65,YGNN,IVZRN,FHIBUL OUNHUBHQ,-,-,2019-07-24,2019-07,7
6300,X,NN,2,160,0.0,320.0,BHKE,DNYGH,FMKFYE ZPUOULFH,a,s,2019-12-08,2019-12,12
6301,G,ST,6,210,0.0,1260.0,VKOE,ILJJR,EVWEAU ADWUNPCK,a,d,2019-10-30,2019-10,10
6302,U,TC,8,179,0.03,1389.04,RJJF,AAPEO,RNPUOA MFPSCIUN,-,-,2019-10-14,2019-10,10
6303,E,PF,7,166,0.01,1150.38,XLYF,LLJCA,VPMNEX TAIAYJUI,-,c,2019-04-11,2019-04,4
6304,R,PD,6,277,0.04,1595.52,UCXL,CYTYX,ZPMMNL FITJSVYD,f,d,2019-04-03,2019-04,4
6305,B,CK,3,201,0.02,590.94,WIKI,FMFKG,VRKXCD VKVXVTQX,m,-,2019-11-04,2019-11,11
6306,X,VX,4,241,0.0,964.0,UMDR,SJPED,KKSUIU JATWSORO,a,-,2019-06-17,2019-06,6
6307,R,TI,2,158,0.01,312.84,IWAT,POZHW,VSFCYM UFKPKSYU,-,c,2019-09-19,2019-09,9
6308,S,XF,2,165,0.01,326.7,UHFD,DPYCR,QUBJIN UFLLZDDU,m,c,2019-10-31,2019-10,10
6309,R,GN,9,244,0.04,2108.16,LCUG,EMDZY,PEVZEW YJVMTSOB,m,s,2019-08-19,2019-08,8
6310,Z,WH,1,161,0.04,154.56,LBSN,MVIPS,TNBWWF JXULAQTR,-,c,2019-07-06,2019-07,7
6311,P,UP,1,217,0.01,214.83,GGKH,GRUSD,JFDRMY DNJVECXW,a,s,2019-12-14,2019-12,12
6312,T,HS,5,216,0.0,1080.0,VQUE,QDSMH,SHVUCP VKEWOTXA,-,c,2019-12-13,2019-12,12
6313,C,TZ,1,277,0.04,265.92,JTEG,GMZJN,IONTTW YBMWFSPG,a,d,2019-03-18,2019-03,3
6314,V,PI,9,284,0.04,2453.76,JCNQ,ARQJN,GJIDTK ILDGGYHP,f,s,2019-01-03,2019-01,1
6315,I,UP,2,203,0.02,397.88,MVGS,ORSBR,VRMWXY EHSBLIHQ,f,-,2019-10-14,2019-10,10
6316,I,ET,9,174,0.03,1519.02,MDZD,DPSYZ,WFKQSQ XDYAXMFG,a,-,2019-12-21,2019-12,12
6317,M,NH,3,252,0.04,725.76,KAPC,UAMPR,ODSYTR ACUKBXJJ,m,s,2019-06-12,2019-06,6
6318,Q,RS,7,271,0.03,1840.09,WJTL,GCLEE,UCIQLT KSPTBMAS,m,s,2019-06-25,2019-06,6
6319,Q,TP,9,217,0.0,1953.0,CDHB,QGXAZ,OQSSFR SXGKADWW,m,d,2019-04-25,2019-04,4
6320,H,AW,4,267,0.02,1046.64,AAVN,QZIYJ,OBMGFG ERIHSGML,f,d,2019-09-10,2019-09,9
6321,C,UD,6,206,0.04,1186.56,YUEK,BFBIU,CHFJWI SBWLPOLQ,a,s,2019-07-14,2019-07,7
6322,B,HV,2,287,0.04,551.04,LXIM,KLCAV,GLBQIO YKAHJONW,a,d,2019-04-15,2019-04,4
6323,N,CO,9,205,0.0,1845.0,TIGI,MAUXX,JMROFK GQPTNUQA,f,c,2019-06-24,2019-06,6
6324,Y,DD,7,288,0.02,1975.68,PEPL,QMFQA,SIQEQB LTFQIHOB,m,-,2019-02-28,2019-02,2
6325,Q,BZ,2,245,0.02,480.2,QPOS,IYPOE,EPQZXP JXWZFEAY,m,s,2019-11-17,2019-11,11
6326,D,OM,2,256,0.02,501.76,CGNH,ADSCL,ICVUQD QKNOCNUW,f,s,2019-08-02,2019-08,8
6327,O,NF,5,202,0.01,999.9,RPTU,VIUDA,HOGRSY ABNMMIGJ,-,-,2019-10-17,2019-10,10
6328,A,XY,7,187,0.02,1282.82,CMVQ,TYEKB,QAFNPC NDVYXOXC,m,d,2019-06-13,2019-06,6
6329,I,HL,3,209,0.03,608.19,BFJB,XXQDP,CHZROR TSPXJFXU,f,s,2019-11-04,2019-11,11
6330,Y,UV,6,270,0.0,1620.0,QFRM,UDEEY,OOZAIA VZOKXZFI,m,s,2019-11-13,2019-11,11
6331,Y,OK,1,181,0.03,175.57,GGIG,KQTHL,JMXTUV SJRMZHZE,m,-,2019-03-15,2019-03,3
6332,R,XB,8,244,0.03,1893.44,YIVV,LBCMX,RRYSYZ VLLVVOIN,a,c,2019-09-27,2019-09,9
6333,N,VT,3,242,0.04,696.96,ASKE,TCYKC,LLKWSU QNVZSWNF,a,c,2019-02-20,2019-02,2
6334,K,DH,2,272,0.03,527.68,GESE,XTBJB,AGKBDS LOBDTWLS,a,c,2019-07-12,2019-07,7
6335,D,NY,1,294,0.02,288.12,GDNU,TQMKD,EMRHLV JACGLHXX,-,s,2019-07-28,2019-07,7
6336,C,VQ,5,203,0.0,1015.0,IMQG,UEOFQ,IPSFKI TMXKJUBS,-,-,2019-08-09,2019-08,8
6337,M,RM,7,257,0.04,1727.04,PHZN,PJPJF,HYBHJJ RGXNKBXD,-,-,2019-06-24,2019-06,6
6338,O,WP,2,177,0.0,354.0,VEMX,TXKPE,QTXSPU LOUQHQAG,-,d,2019-01-17,2019-01,1
6339,Z,OW,8,262,0.01,2075.04,QDMW,QTHQT,HPMTMX WFPAHMRW,f,c,2019-03-02,2019-03,3
6340,A,XT,2,211,0.03,409.34,EUXZ,NKNIJ,WMHYRW ULAJORGF,a,c,2019-10-05,2019-10,10
6341,W,SJ,7,258,0.0,1806.0,GTGR,IFMLO,QKNOEW WQIVBZWL,-,-,2019-06-03,2019-06,6
6342,N,AP,7,267,0.03,1812.93,OVLJ,UVJKG,CCPOAS JXEWNOAA,f,-,2019-10-18,2019-10,10
6343,N,NF,8,155,0.04,1190.4,LYRE,YDLAY,RKVJJC XRMEEPNR,f,-,2019-09-04,2019-09,9
6344,J,GN,6,173,0.04,996.48,GTFW,UMOXB,HLUGDD XCDGXWGX,-,s,2019-06-24,2019-06,6
6345,P,WA,9,226,0.03,1972.98,VFMT,NUPEF,FGZPWG YGDEGQEU,a,-,2019-05-08,2019-05,5
6346,X,TE,1,221,0.04,212.16,BZMM,CLOFF,UCFPJO NHLJNKVY,-,-,2019-01-30,2019-01,1
6347,Z,PF,1,199,0.03,193.03,NMAV,KSOLP,NEAQVQ JFUFBPUL,a,d,2019-01-15,2019-01,1
6348,K,AX,8,277,0.02,2171.68,VYNV,BKJVY,MOYFNM JYUNDYDO,a,d,2019-08-24,2019-08,8
